"location","location_ascii","apoe","M","D","I-PGA","I-Sas","I-Tc","I-Td","II-PGA","II-Sas","II-Tc","II-Td","III-PGA","III-Sas","III-Tc","III-Td","IV-PGA","IV-Sas","IV-Tc","IV-Td","V-PGA","V-Sas","V-Tc","V-Td","VI-PGA","VI-Sas","VI-Tc","VI-Td"
"-39.3~174.0","-39.3~174.0","1/250",6.9,"n/a",0.11,0.24,0.43,2.8,0.13,0.28,0.52,2.5,0.15,0.33,0.59,2.5,0.17,0.39,0.66,2.5,0.17,0.42,0.74,2.5,0.18,0.47,0.82,2.5
"-39.3~174.0","-39.3~174.0","1/500",6.9,">20",0.17,0.37,0.41,2.8,0.2,0.43,0.5,2.5,0.23,0.5,0.58,2.5,0.24,0.56,0.68,2.5,0.23,0.59,0.76,2.7,0.24,0.64,0.89,2.6
"-39.3~174.0","-39.3~174.0","1/1000",7.0,">20",0.26,0.56,0.4,2.5,0.3,0.65,0.48,2.4,0.33,0.72,0.58,2.4,0.33,0.78,0.69,2.6,0.31,0.81,0.8,2.7,0.32,0.86,0.96,2.7
"-39.3~174.0","-39.3~174.0","1/2500",7.1,">20",0.41,0.91,0.39,2.1,0.47,1.03,0.48,2.1,0.5,1.11,0.59,2.3,0.47,1.15,0.72,2.7,0.43,1.16,0.87,2.7,0.43,1.21,1.1,2.5
"-39.3~174.1","-39.3~174.1","1/25",6.7,"n/a",0.02,0.05,0.43,2.0,0.03,0.06,0.5,1.9,0.03,0.07,0.6,1.7,0.04,0.09,0.62,1.7,0.04,0.1,0.67,1.7,0.05,0.12,0.71,1.7
"-39.3~174.1","-39.3~174.1","1/50",6.8,"n/a",0.04,0.08,0.46,2.4,0.05,0.1,0.52,2.2,0.05,0.12,0.6,2.0,0.06,0.15,0.64,2.0,0.07,0.17,0.68,2.0,0.07,0.2,0.72,2.0
"-39.3~174.1","-39.3~174.1","1/100",6.9,"n/a",0.06,0.13,0.47,2.5,0.07,0.16,0.53,2.3,0.09,0.19,0.61,2.2,0.1,0.23,0.66,2.3,0.1,0.26,0.69,2.3,0.11,0.29,0.78,2.3
"-39.3~174.1","-39.3~174.1","1/250",7.0,"n/a",0.11,0.24,0.44,2.6,0.13,0.28,0.52,2.5,0.15,0.33,0.6,2.5,0.16,0.39,0.67,2.5,0.17,0.42,0.74,2.5,0.18,0.47,0.83,2.5
"-39.3~174.1","-39.3~174.1","1/500",7.0,">20",0.17,0.36,0.42,2.7,0.2,0.42,0.5,2.6,0.22,0.49,0.58,2.5,0.23,0.55,0.68,2.6,0.23,0.59,0.75,2.6,0.24,0.64,0.88,2.6
"-39.3~174.1","-39.3~174.1","1/1000",7.1,">20",0.24,0.53,0.4,2.6,0.28,0.61,0.49,2.4,0.31,0.69,0.58,2.5,0.32,0.75,0.69,2.6,0.3,0.79,0.79,2.6,0.31,0.84,0.94,2.7
"-39.3~174.1","-39.3~174.1","1/2500",7.1,">20",0.37,0.82,0.39,2.4,0.43,0.94,0.48,2.2,0.46,1.03,0.58,2.4,0.44,1.08,0.71,2.7,0.4,1.1,0.84,2.7,0.41,1.16,1.0,2.8
"-39.3~174.2","-39.3~174.2","1/25",6.7,"n/a",0.02,0.05,0.44,2.0,0.03,0.06,0.52,1.9,0.03,0.08,0.54,1.8,0.04,0.09,0.65,1.7,0.04,0.11,0.63,1.7,0.05,0.13,0.68,1.7
"-39.3~174.2","-39.3~174.2","1/50",6.9,"n/a",0.04,0.08,0.48,2.3,0.05,0.1,0.54,2.2,0.06,0.12,0.61,2.1,0.06,0.15,0.65,2.0,0.07,0.17,0.69,2.0,0.08,0.2,0.74,2.0
"-39.3~174.2","-39.3~174.2","1/100",6.9,"n/a",0.06,0.13,0.48,2.5,0.08,0.16,0.54,2.3,0.09,0.2,0.59,2.2,0.1,0.23,0.67,2.3,0.11,0.26,0.71,2.3,0.11,0.3,0.77,2.3
"-39.3~174.2","-39.3~174.2","1/250",7.0,"n/a",0.11,0.24,0.44,2.7,0.13,0.28,0.53,2.5,0.15,0.34,0.59,2.4,0.17,0.39,0.67,2.5,0.17,0.43,0.73,2.4,0.18,0.47,0.83,2.5
"-39.3~174.2","-39.3~174.2","1/500",7.1,">20",0.17,0.36,0.42,2.7,0.2,0.42,0.5,2.6,0.22,0.49,0.58,2.5,0.23,0.55,0.68,2.5,0.23,0.59,0.75,2.6,0.24,0.64,0.88,2.5
"-39.3~174.2","-39.3~174.2","1/1000",7.1,">20",0.24,0.52,0.41,2.5,0.28,0.6,0.49,2.4,0.31,0.68,0.58,2.5,0.31,0.75,0.68,2.6,0.3,0.78,0.79,2.6,0.31,0.84,0.93,2.6
"-39.3~174.2","-39.3~174.2","1/2500",7.2,">20",0.37,0.82,0.39,2.3,0.42,0.93,0.47,2.3,0.46,1.01,0.58,2.4,0.44,1.07,0.7,2.7,0.4,1.09,0.83,2.7,0.41,1.15,1.0,2.7
"-39.3~174.3","-39.3~174.3","1/25",6.7,"n/a",0.02,0.05,0.46,2.0,0.03,0.06,0.54,1.8,0.03,0.08,0.56,1.7,0.04,0.1,0.6,1.7,0.04,0.11,0.66,1.7,0.05,0.13,0.7,1.7
"-39.3~174.3","-39.3~174.3","1/50",6.9,"n/a",0.04,0.08,0.49,2.4,0.05,0.1,0.55,2.2,0.06,0.13,0.58,2.1,0.07,0.16,0.63,2.0,0.07,0.18,0.67,2.0,0.08,0.21,0.72,2.0
"-39.3~174.3","-39.3~174.3","1/100",7.0,"n/a",0.07,0.13,0.48,2.6,0.08,0.16,0.55,2.3,0.09,0.2,0.6,2.2,0.1,0.24,0.66,2.2,0.11,0.27,0.69,2.3,0.12,0.31,0.76,2.3
"-39.3~174.3","-39.3~174.3","1/250",7.1,"n/a",0.11,0.24,0.45,2.6,0.13,0.29,0.51,2.5,0.15,0.34,0.59,2.4,0.17,0.39,0.68,2.4,0.17,0.43,0.73,2.5,0.18,0.48,0.82,2.5
"-39.3~174.3","-39.3~174.3","1/500",7.1,">20",0.17,0.36,0.42,2.7,0.2,0.42,0.5,2.5,0.22,0.49,0.58,2.5,0.23,0.55,0.68,2.5,0.23,0.59,0.75,2.5,0.24,0.64,0.87,2.6
"-39.3~174.3","-39.3~174.3","1/1000",7.2,">20",0.24,0.51,0.41,2.6,0.27,0.59,0.49,2.5,0.3,0.67,0.58,2.5,0.31,0.74,0.68,2.6,0.29,0.78,0.77,2.7,0.31,0.84,0.91,2.6
"-39.3~174.3","-39.3~174.3","1/2500",7.3,">20",0.36,0.79,0.39,2.5,0.41,0.9,0.48,2.3,0.44,0.99,0.58,2.4,0.43,1.05,0.69,2.8,0.39,1.08,0.81,2.8,0.41,1.14,0.98,2.7
"-39.3~174.4","-39.3~174.4","1/25",6.7,"n/a",0.03,0.05,0.47,2.0,0.03,0.07,0.48,1.8,0.04,0.08,0.58,1.7,0.04,0.1,0.62,1.7,0.05,0.11,0.68,1.7,0.05,0.14,0.67,1.7
"-39.3~174.4","-39.3~174.4","1/50",6.9,"n/a",0.04,0.09,0.45,2.3,0.05,0.11,0.52,2.1,0.06,0.13,0.6,2.0,0.07,0.16,0.65,2.0,0.07,0.18,0.69,2.0,0.08,0.21,0.74,2.0
"-39.3~174.4","-39.3~174.4","1/100",7.0,"n/a",0.07,0.14,0.46,2.5,0.08,0.17,0.53,2.3,0.09,0.21,0.59,2.2,0.11,0.25,0.64,2.3,0.11,0.28,0.69,2.2,0.12,0.32,0.75,2.3
"-39.3~174.4","-39.3~174.4","1/250",7.1,"n/a",0.12,0.25,0.44,2.5,0.14,0.3,0.5,2.5,0.16,0.35,0.58,2.4,0.17,0.4,0.67,2.4,0.17,0.44,0.73,2.4,0.19,0.49,0.81,2.5
"-39.3~174.4","-39.3~174.4","1/500",7.2,">20",0.17,0.36,0.42,2.8,0.2,0.43,0.5,2.4,0.22,0.49,0.59,2.4,0.24,0.56,0.67,2.5,0.23,0.6,0.74,2.6,0.24,0.65,0.86,2.6
"-39.3~174.4","-39.3~174.4","1/1000",7.2,">20",0.24,0.52,0.41,2.5,0.28,0.6,0.49,2.4,0.31,0.68,0.58,2.4,0.31,0.75,0.67,2.6,0.3,0.79,0.76,2.7,0.31,0.84,0.91,2.7
"-39.3~174.4","-39.3~174.4","1/2500",7.3,">20",0.36,0.8,0.39,2.4,0.41,0.91,0.47,2.3,0.45,0.99,0.57,2.5,0.43,1.05,0.69,2.8,0.4,1.08,0.8,2.8,0.41,1.15,0.96,2.8
"-39.3~174.5","-39.3~174.5","1/25",6.7,"n/a",0.03,0.06,0.41,2.0,0.03,0.07,0.5,1.8,0.04,0.09,0.53,1.7,0.04,0.11,0.59,1.6,0.05,0.12,0.65,1.6,0.05,0.14,0.7,1.7
"-39.3~174.5","-39.3~174.5","1/50",6.9,"n/a",0.05,0.09,0.47,2.2,0.05,0.11,0.54,2.1,0.06,0.14,0.58,2.0,0.07,0.17,0.63,2.0,0.08,0.19,0.67,2.0,0.09,0.22,0.72,2.0
"-39.3~174.5","-39.3~174.5","1/100",7.0,"n/a",0.07,0.15,0.44,2.5,0.09,0.18,0.52,2.2,0.1,0.22,0.57,2.2,0.11,0.26,0.63,2.3,0.12,0.29,0.68,2.2,0.13,0.33,0.75,2.2
"-39.3~174.5","-39.3~174.5","1/250",7.1,"n/a",0.12,0.26,0.43,2.6,0.14,0.31,0.49,2.5,0.16,0.36,0.58,2.4,0.18,0.42,0.65,2.4,0.18,0.46,0.71,2.4,0.19,0.51,0.8,2.4
"-39.3~174.5","-39.3~174.5","1/500",7.2,">20",0.18,0.38,0.41,2.7,0.21,0.44,0.49,2.5,0.23,0.51,0.58,2.4,0.24,0.57,0.67,2.5,0.24,0.62,0.73,2.5,0.25,0.67,0.85,2.5
"-39.3~174.5","-39.3~174.5","1/1000",7.2,">20",0.25,0.54,0.4,2.5,0.29,0.62,0.48,2.4,0.32,0.7,0.57,2.4,0.32,0.76,0.67,2.6,0.3,0.81,0.75,2.7,0.32,0.86,0.9,2.6
"-39.3~174.5","-39.3~174.5","1/2500",7.3,">20",0.38,0.83,0.38,2.4,0.43,0.93,0.46,2.4,0.46,1.01,0.57,2.4,0.44,1.07,0.68,2.8,0.41,1.11,0.79,2.8,0.42,1.16,0.96,2.8
"-39.3~174.6","-39.3~174.6","1/25",6.7,"n/a",0.03,0.06,0.42,2.0,0.04,0.07,0.52,1.8,0.04,0.09,0.56,1.7,0.05,0.11,0.61,1.7,0.05,0.13,0.62,1.7,0.06,0.15,0.67,1.7
"-39.3~174.6","-39.3~174.6","1/50",6.9,"n/a",0.05,0.1,0.43,2.3,0.06,0.12,0.51,2.0,0.07,0.15,0.56,1.9,0.08,0.18,0.61,2.0,0.08,0.2,0.66,2.0,0.09,0.23,0.71,2.0
"-39.3~174.6","-39.3~174.6","1/100",7.0,"n/a",0.08,0.16,0.43,2.4,0.09,0.19,0.51,2.2,0.1,0.23,0.56,2.2,0.12,0.27,0.63,2.2,0.12,0.3,0.68,2.2,0.13,0.34,0.75,2.2
"-39.3~174.6","-39.3~174.6","1/250",7.1,"n/a",0.13,0.28,0.41,2.5,0.15,0.33,0.48,2.4,0.17,0.38,0.57,2.3,0.19,0.44,0.64,2.3,0.19,0.48,0.69,2.4,0.2,0.53,0.78,2.4
"-39.3~174.6","-39.3~174.6","1/500",7.1,">20",0.19,0.4,0.4,2.6,0.22,0.47,0.48,2.3,0.24,0.54,0.56,2.3,0.26,0.6,0.65,2.4,0.25,0.64,0.72,2.5,0.26,0.69,0.84,2.5
"-39.3~174.6","-39.3~174.6","1/1000",7.2,">20",0.26,0.57,0.39,2.5,0.3,0.65,0.47,2.4,0.33,0.73,0.56,2.4,0.33,0.79,0.66,2.6,0.32,0.83,0.74,2.7,0.33,0.89,0.88,2.7
"-39.3~174.6","-39.3~174.6","1/2500",7.4,">20",0.4,0.88,0.37,2.3,0.45,0.98,0.45,2.3,0.48,1.06,0.55,2.5,0.46,1.11,0.67,2.8,0.42,1.14,0.78,2.8,0.44,1.19,0.95,2.8
"-39.3~174.7","-39.3~174.7","1/25",6.7,"n/a",0.03,0.06,0.44,1.9,0.04,0.08,0.48,1.7,0.04,0.1,0.52,1.7,0.05,0.12,0.58,1.6,0.05,0.13,0.65,1.6,0.06,0.16,0.65,1.7
"-39.3~174.7","-39.3~174.7","1/50",6.8,"n/a",0.05,0.11,0.41,2.2,0.06,0.13,0.49,2.0,0.07,0.16,0.55,1.9,0.08,0.19,0.6,1.9,0.09,0.21,0.65,1.9,0.1,0.25,0.68,2.0
"-39.3~174.7","-39.3~174.7","1/100",6.9,"n/a",0.08,0.17,0.42,2.3,0.1,0.21,0.47,2.2,0.11,0.25,0.53,2.2,0.12,0.29,0.61,2.1,0.13,0.32,0.65,2.2,0.14,0.36,0.73,2.2
"-39.3~174.7","-39.3~174.7","1/250",7.0,"n/a",0.14,0.3,0.39,2.5,0.16,0.35,0.47,2.3,0.18,0.41,0.54,2.3,0.2,0.46,0.63,2.3,0.2,0.5,0.68,2.4,0.21,0.55,0.78,2.3
"-39.3~174.7","-39.3~174.7","1/500",7.1,">20",0.2,0.43,0.39,2.5,0.23,0.5,0.46,2.4,0.26,0.57,0.55,2.2,0.27,0.63,0.64,2.4,0.26,0.67,0.71,2.4,0.27,0.72,0.82,2.5
"-39.3~174.7","-39.3~174.7","1/1000",7.2,">20",0.28,0.62,0.37,2.4,0.32,0.7,0.45,2.3,0.35,0.77,0.55,2.3,0.35,0.83,0.65,2.5,0.33,0.87,0.73,2.6,0.35,0.92,0.87,2.6
"-39.3~174.7","-39.3~174.7","1/2500",7.3,">20",0.42,0.95,0.35,2.4,0.48,1.05,0.44,2.2,0.51,1.12,0.54,2.4,0.49,1.16,0.66,2.7,0.44,1.19,0.77,2.8,0.46,1.23,0.94,2.8
"-39.3~174.8","-39.3~174.8","1/25",6.7,"n/a",0.03,0.07,0.4,1.8,0.04,0.08,0.49,1.7,0.05,0.1,0.54,1.6,0.05,0.12,0.6,1.6,0.06,0.14,0.62,1.6,0.06,0.17,0.64,1.6
"-39.3~174.8","-39.3~174.8","1/50",6.8,"n/a",0.06,0.11,0.43,2.1,0.07,0.14,0.47,1.9,0.08,0.17,0.53,1.9,0.09,0.2,0.59,1.9,0.09,0.22,0.64,1.9,0.1,0.26,0.68,1.9
"-39.3~174.8","-39.3~174.8","1/100",6.9,"n/a",0.09,0.18,0.41,2.2,0.1,0.22,0.47,2.1,0.12,0.26,0.53,2.1,0.13,0.3,0.61,2.1,0.14,0.34,0.64,2.1,0.15,0.38,0.71,2.1
"-39.3~174.8","-39.3~174.8","1/250",7.0,"n/a",0.15,0.32,0.38,2.4,0.17,0.38,0.45,2.2,0.2,0.43,0.54,2.1,0.21,0.49,0.61,2.2,0.21,0.53,0.66,2.3,0.22,0.57,0.77,2.3
"-39.3~174.8","-39.3~174.8","1/500",7.1,">20",0.22,0.47,0.37,2.4,0.25,0.54,0.45,2.2,0.28,0.6,0.54,2.2,0.29,0.66,0.63,2.3,0.28,0.7,0.69,2.5,0.29,0.75,0.81,2.5
"-39.3~174.8","-39.3~174.8","1/1000",7.2,">20",0.3,0.66,0.36,2.4,0.34,0.75,0.44,2.2,0.38,0.82,0.53,2.3,0.37,0.88,0.63,2.5,0.35,0.91,0.72,2.6,0.36,0.95,0.86,2.7
"-39.3~174.8","-39.3~174.8","1/2500",7.3,">20",0.46,1.03,0.34,2.2,0.51,1.12,0.43,2.1,0.55,1.19,0.53,2.3,0.51,1.22,0.64,2.8,0.46,1.24,0.76,2.8,0.47,1.27,0.93,2.8
"-39.3~174.9","-39.3~174.9","1/25",6.7,"n/a",0.04,0.07,0.41,1.8,0.04,0.09,0.45,1.7,0.05,0.11,0.51,1.6,0.06,0.13,0.58,1.6,0.06,0.15,0.6,1.6,0.07,0.18,0.62,1.6
"-39.3~174.9","-39.3~174.9","1/50",6.8,"n/a",0.06,0.12,0.4,2.1,0.07,0.15,0.46,1.8,0.08,0.18,0.52,1.8,0.09,0.21,0.58,1.9,0.1,0.24,0.6,1.9,0.11,0.27,0.67,1.9
"-39.3~174.9","-39.3~174.9","1/100",6.9,"n/a",0.09,0.2,0.38,2.2,0.11,0.23,0.46,2.1,0.12,0.28,0.51,2.1,0.14,0.32,0.6,2.0,0.14,0.35,0.64,2.1,0.15,0.39,0.71,2.1
"-39.3~174.9","-39.3~174.9","1/250",7.0,"n/a",0.16,0.34,0.37,2.4,0.19,0.4,0.44,2.2,0.21,0.46,0.52,2.1,0.22,0.51,0.61,2.2,0.22,0.55,0.66,2.3,0.23,0.6,0.75,2.3
"-39.3~174.9","-39.3~174.9","1/500",7.1,">20",0.23,0.5,0.36,2.3,0.26,0.57,0.44,2.2,0.29,0.64,0.52,2.2,0.3,0.69,0.62,2.3,0.29,0.73,0.68,2.5,0.3,0.78,0.8,2.5
"-39.3~174.9","-39.3~174.9","1/1000",7.2,">20",0.32,0.71,0.35,2.3,0.36,0.79,0.43,2.2,0.4,0.86,0.53,2.2,0.39,0.91,0.63,2.4,0.36,0.95,0.71,2.6,0.38,0.98,0.86,2.6
"-39.3~174.9","-39.3~174.9","1/2500",7.3,">20",0.48,1.09,0.33,2.2,0.54,1.19,0.42,2.1,0.57,1.24,0.53,2.2,0.53,1.27,0.64,2.7,0.48,1.29,0.75,2.8,0.49,1.31,0.93,2.8
"-39.3~175.0","-39.3~175.0","1/25",6.7,"n/a",0.04,0.08,0.38,1.7,0.04,0.09,0.47,1.6,0.05,0.11,0.53,1.6,0.06,0.14,0.55,1.6,0.06,0.15,0.62,1.6,0.07,0.18,0.64,1.6
"-39.3~175.0","-39.3~175.0","1/50",6.8,"n/a",0.06,0.13,0.39,2.0,0.07,0.15,0.47,1.9,0.09,0.19,0.51,1.8,0.1,0.22,0.57,1.9,0.1,0.25,0.6,1.9,0.11,0.28,0.67,1.9
"-39.3~175.0","-39.3~175.0","1/100",6.9,"n/a",0.1,0.21,0.38,2.1,0.11,0.24,0.46,2.0,0.13,0.29,0.51,2.0,0.14,0.33,0.59,2.0,0.15,0.36,0.64,2.0,0.16,0.41,0.7,2.1
"-39.3~175.0","-39.3~175.0","1/250",7.0,"n/a",0.17,0.36,0.36,2.4,0.19,0.42,0.44,2.1,0.22,0.47,0.53,2.0,0.23,0.53,0.6,2.2,0.23,0.57,0.65,2.3,0.24,0.61,0.75,2.4
"-39.3~175.0","-39.3~175.0","1/500",7.1,">20",0.24,0.52,0.36,2.3,0.28,0.59,0.44,2.1,0.3,0.66,0.53,2.1,0.31,0.72,0.61,2.3,0.29,0.75,0.69,2.4,0.31,0.8,0.8,2.5
"-39.3~175.0","-39.3~175.0","1/1000",7.2,">20",0.34,0.74,0.35,2.2,0.38,0.83,0.43,2.1,0.41,0.9,0.52,2.2,0.4,0.95,0.62,2.4,0.37,0.98,0.7,2.6,0.39,1.01,0.86,2.6
"-39.3~175.0","-39.3~175.0","1/2500",7.4,">20",0.51,1.15,0.33,2.1,0.57,1.24,0.41,2.2,0.6,1.29,0.52,2.3,0.55,1.31,0.64,2.7,0.49,1.32,0.76,2.7,0.51,1.34,0.94,2.8
"-39.3~175.1","-39.3~175.1","1/25",6.7,"n/a",0.04,0.08,0.39,1.7,0.05,0.1,0.43,1.7,0.05,0.12,0.5,1.5,0.06,0.14,0.57,1.5,0.07,0.16,0.6,1.5,0.07,0.19,0.62,1.6
"-39.3~175.1","-39.3~175.1","1/50",6.8,"n/a",0.07,0.13,0.4,1.9,0.08,0.16,0.45,1.9,0.09,0.19,0.52,1.8,0.1,0.23,0.56,1.8,0.11,0.25,0.61,1.9,0.11,0.29,0.66,1.9
"-39.3~175.1","-39.3~175.1","1/100",6.9,"n/a",0.1,0.22,0.37,2.1,0.12,0.26,0.43,2.1,0.14,0.3,0.51,2.0,0.15,0.34,0.59,2.0,0.15,0.38,0.62,2.0,0.16,0.42,0.69,2.1
"-39.3~175.1","-39.3~175.1","1/250",7.1,"n/a",0.17,0.38,0.36,2.2,0.2,0.43,0.45,2.0,0.23,0.49,0.52,2.1,0.24,0.55,0.6,2.1,0.23,0.58,0.66,2.2,0.24,0.63,0.75,2.3
"-39.3~175.1","-39.3~175.1","1/500",7.2,">20",0.25,0.55,0.35,2.3,0.29,0.62,0.43,2.1,0.32,0.69,0.52,2.1,0.32,0.74,0.62,2.2,0.3,0.78,0.68,2.4,0.32,0.82,0.8,2.5
"-39.3~175.1","-39.3~175.1","1/1000",7.3,">20",0.35,0.78,0.34,2.2,0.4,0.87,0.42,2.1,0.43,0.93,0.52,2.2,0.42,0.98,0.62,2.4,0.39,1.01,0.7,2.6,0.4,1.04,0.86,2.6
"-39.3~175.1","-39.3~175.1","1/2500",7.4,">20",0.53,1.21,0.33,2.0,0.59,1.3,0.41,2.1,0.62,1.35,0.52,2.2,0.57,1.36,0.64,2.6,0.51,1.37,0.75,2.8,0.52,1.37,0.95,2.8
"-39.3~175.2","-39.3~175.2","1/25",6.7,"n/a",0.04,0.08,0.4,1.7,0.05,0.1,0.45,1.6,0.06,0.12,0.51,1.6,0.07,0.15,0.55,1.5,0.07,0.17,0.58,1.5,0.08,0.2,0.6,1.6
"-39.3~175.2","-39.3~175.2","1/50",6.8,"n/a",0.07,0.14,0.38,1.9,0.08,0.17,0.44,1.8,0.09,0.2,0.51,1.7,0.1,0.24,0.55,1.8,0.11,0.27,0.58,1.9,0.12,0.3,0.66,1.8
"-39.3~175.2","-39.3~175.2","1/100",7.0,"n/a",0.11,0.23,0.37,2.0,0.12,0.27,0.43,2.0,0.14,0.31,0.51,1.9,0.16,0.36,0.57,2.0,0.16,0.39,0.62,2.0,0.17,0.43,0.69,2.1
"-39.3~175.2","-39.3~175.2","1/250",7.1,"n/a",0.18,0.4,0.35,2.3,0.21,0.46,0.43,2.0,0.24,0.51,0.52,2.0,0.25,0.57,0.6,2.1,0.24,0.6,0.66,2.2,0.25,0.65,0.74,2.4
"-39.3~175.2","-39.3~175.2","1/500",7.2,">20",0.26,0.58,0.35,2.2,0.3,0.65,0.43,2.0,0.33,0.72,0.52,2.0,0.33,0.77,0.61,2.2,0.31,0.81,0.67,2.4,0.33,0.84,0.8,2.5
"-39.3~175.2","-39.3~175.2","1/1000",7.3,">20",0.37,0.83,0.34,2.1,0.42,0.91,0.42,2.0,0.45,0.97,0.52,2.1,0.43,1.02,0.62,2.4,0.4,1.04,0.71,2.5,0.41,1.07,0.87,2.6
"-39.3~175.2","-39.3~175.2","1/2500",7.4,">20",0.56,1.28,0.32,2.1,0.62,1.37,0.41,2.0,0.65,1.41,0.52,2.2,0.59,1.41,0.64,2.6,0.53,1.41,0.76,2.7,0.54,1.41,0.96,2.7
"-39.3~175.3","-39.3~175.3","1/25",6.7,"n/a",0.04,0.09,0.37,1.6,0.05,0.11,0.42,1.6,0.06,0.13,0.49,1.5,0.07,0.16,0.53,1.5,0.07,0.18,0.56,1.5,0.08,0.21,0.59,1.6
"-39.3~175.3","-39.3~175.3","1/50",6.8,"n/a",0.07,0.15,0.37,1.9,0.08,0.18,0.43,1.8,0.1,0.21,0.5,1.7,0.11,0.25,0.55,1.8,0.11,0.28,0.58,1.8,0.12,0.31,0.65,1.8
"-39.3~175.3","-39.3~175.3","1/100",7.0,"n/a",0.11,0.24,0.36,2.1,0.13,0.28,0.43,2.0,0.15,0.33,0.49,1.9,0.16,0.37,0.58,1.9,0.17,0.4,0.63,1.9,0.18,0.45,0.68,2.1
"-39.3~175.3","-39.3~175.3","1/250",7.1,"n/a",0.19,0.42,0.35,2.2,0.22,0.48,0.43,2.0,0.25,0.54,0.51,2.0,0.26,0.59,0.59,2.1,0.25,0.63,0.65,2.2,0.26,0.67,0.74,2.4
"-39.3~175.3","-39.3~175.3","1/500",7.2,">20",0.28,0.61,0.35,2.1,0.32,0.69,0.42,2.0,0.35,0.75,0.52,2.0,0.35,0.8,0.61,2.2,0.33,0.83,0.68,2.4,0.34,0.87,0.8,2.5
"-39.3~175.3","-39.3~175.3","1/1000",7.3,">20",0.39,0.87,0.34,2.0,0.44,0.96,0.42,1.9,0.47,1.02,0.52,2.0,0.45,1.05,0.63,2.3,0.41,1.08,0.71,2.5,0.42,1.1,0.87,2.6
"-39.3~175.3","-39.3~175.3","1/2500",7.5,">20",0.59,1.35,0.32,2.0,0.65,1.44,0.4,2.1,0.68,1.47,0.52,2.1,0.61,1.46,0.64,2.6,0.54,1.45,0.77,2.7,0.55,1.45,0.97,2.7
"-39.3~175.4","-39.3~175.4","1/25",6.8,"n/a",0.06,0.13,0.31,1.2,0.07,0.15,0.37,1.2,0.08,0.18,0.41,1.2,0.09,0.21,0.46,1.3,0.1,0.23,0.49,1.3,0.11,0.27,0.52,1.4
"-39.3~175.4","-39.3~175.4","1/50",6.9,"n/a",0.1,0.21,0.31,1.4,0.11,0.24,0.37,1.4,0.13,0.28,0.43,1.4,0.14,0.32,0.48,1.5,0.15,0.35,0.53,1.5,0.16,0.39,0.57,1.6
"-39.3~175.4","-39.3~175.4","1/100",7.1,"n/a",0.15,0.33,0.31,1.6,0.17,0.37,0.38,1.5,0.2,0.42,0.45,1.5,0.21,0.47,0.51,1.6,0.21,0.5,0.56,1.7,0.22,0.54,0.62,1.9
"-39.3~175.4","-39.3~175.4","1/250",7.2,"n/a",0.25,0.55,0.31,1.7,0.28,0.61,0.38,1.7,0.31,0.67,0.46,1.7,0.32,0.72,0.54,1.8,0.3,0.75,0.6,2.0,0.31,0.79,0.67,2.3
"-39.3~175.4","-39.3~175.4","1/500",7.3,">20",0.35,0.78,0.31,1.7,0.4,0.86,0.38,1.7,0.43,0.92,0.47,1.8,0.41,0.96,0.56,2.0,0.38,0.98,0.63,2.2,0.4,1.01,0.74,2.4
"-39.3~175.4","-39.3~175.4","1/1000",7.4,">20",0.49,1.1,0.3,1.7,0.54,1.18,0.38,1.7,0.57,1.23,0.48,1.8,0.53,1.25,0.58,2.1,0.48,1.25,0.65,2.5,0.49,1.26,0.81,2.5
"-39.3~175.4","-39.3~175.4","1/2500",7.5,">20",0.72,1.65,0.3,1.6,0.79,1.73,0.38,1.7,0.81,1.74,0.49,1.9,0.71,1.7,0.6,2.4,0.61,1.66,0.72,2.6,0.62,1.63,0.92,2.6
"-39.3~175.5","-39.3~175.5","1/25",6.8,"n/a",0.06,0.13,0.31,1.2,0.07,0.16,0.35,1.2,0.09,0.19,0.4,1.2,0.1,0.22,0.45,1.3,0.1,0.24,0.48,1.3,0.11,0.27,0.53,1.4
"-39.3~175.5","-39.3~175.5","1/50",6.9,"n/a",0.1,0.22,0.31,1.3,0.12,0.25,0.37,1.4,0.13,0.29,0.42,1.5,0.15,0.33,0.48,1.5,0.15,0.36,0.53,1.5,0.16,0.4,0.57,1.6
"-39.3~175.5","-39.3~175.5","1/100",7.1,"n/a",0.15,0.34,0.31,1.6,0.18,0.39,0.37,1.5,0.2,0.44,0.44,1.5,0.22,0.48,0.51,1.6,0.21,0.51,0.56,1.7,0.22,0.56,0.61,1.9
"-39.3~175.5","-39.3~175.5","1/250",7.2,"n/a",0.26,0.57,0.31,1.7,0.3,0.64,0.38,1.6,0.32,0.7,0.46,1.6,0.33,0.75,0.54,1.8,0.31,0.77,0.6,2.0,0.32,0.81,0.67,2.3
"-39.3~175.5","-39.3~175.5","1/500",7.3,">20",0.37,0.82,0.31,1.7,0.42,0.9,0.38,1.7,0.45,0.96,0.47,1.8,0.43,0.99,0.57,2.0,0.39,1.01,0.63,2.2,0.41,1.03,0.75,2.4
"-39.3~175.5","-39.3~175.5","1/1000",7.4,">20",0.51,1.15,0.31,1.6,0.57,1.24,0.38,1.7,0.6,1.28,0.48,1.9,0.55,1.29,0.59,2.1,0.49,1.29,0.66,2.5,0.5,1.28,0.84,2.5
